Name,Brand,SKU,Barcode,Category,CurrentStock,Unit,CostPrice,SellingPrice,ExpiryDate,Aisle,TempZone
Roasted Alphonso Mango Dry Fruits Trail Mix 4-Pack,Tata Plantations,SNAC-001522,890100787574,Snacks & Confectionery,155,bag,244.82,401.71,2027-05-09,Aisle 10,ambient
Cold-Pressed Golden Ginger Aloo Tikki 8-Pack 1kg,Pashmina Goods,FROZ-001523,890100787575,Frozen Foods,223,packet,189.41,291.32,2027-02-10,Aisle 09,frozen
Homestyle Sweet Corn Kernels 1kg,Catch Botanicals,FROZ-001524,890100787576,Frozen Foods,171,tub,315.33,498.22,2027-04-06,Aisle 09,frozen
Wildcrafted Pita Bread 24-Pack,Vedic Fresh Springs,BAKE-001525,890100787577,Bakery & Deli,31,pack,284.57,501.93,2026-09-06,Aisle 03,chilled
Handcrafted Edamame Pods 250ml,Organic Tattva Organics,FROZ-001526,890100787578,Frozen Foods,40,tub,233.33,375.36,2026-11-25,Aisle 08,frozen
Desi Dark Chocolate Hash Browns 6pk 8-Pack,Pashmina Agro,FROZ-001527,890100787579,Frozen Foods,151,tub,412.25,714.58,2027-08-25,Aisle 09,frozen
Cured Masala Chai Rusk Toast 150ml,Deccan Organics,BAKE-001528,890100787580,Bakery & Deli,23,pcs,179.45,296.66,2026-08-28,Aisle 04,ambient
Sun-Dried Boneless Chicken Breast Family Pack,Heritage Harvest,MEAT-001529,890100787581,Meat & Seafood,118,kg,517.36,899.66,2026-09-02,Aisle 04,chilled
Extra-Virgin Alphonso Mango Floor Disinfectant Pine 400g,Urban Roots Springs,HOUS-001530,890100787582,Household & Personal Care,206,packet,234.54,386.66,2027-09-15,Aisle 12,ambient
Aged Smoked Chicken Slices 200g,Patanjali Kitchens,BAKE-001531,890100787583,Bakery & Deli,124,pack,81.30,117.72,2026-09-05,Aisle 03,chilled
Select Mutton Chops 10-Pack,Amul Agro,MEAT-001532,890100787584,Meat & Seafood,229,pcs,291.99,459.15,2026-09-02,Aisle 04,chilled
Traditional Kabuli Chana Large 150ml,Kaveri Agro,PANT-001533,890100787585,Pantry & Dry Goods,44,jar,468.27,833.55,2026-08-27,Aisle 08,ambient
Extra-Virgin Chatpata Masala Organic Sharbati Atta 150ml,Catch Foods,PANT-001534,890100787586,Pantry & Dry Goods,205,jar,80.72,109.49,2028-05-01,Aisle 06,ambient
Farm-Fresh Vanilla Bean Dishwash Gel Lemon 10kg,Dabur Harvest,HOUS-001535,890100787587,Household & Personal Care,232,packet,229.17,361.42,2029-02-21,Aisle 12,ambient
Rustic Aloo Tikki 8-Pack 50g,Nilgiri Plantations,FROZ-001536,890100787588,Frozen Foods,198,pack,315.63,521.96,2027-04-22,Aisle 08,frozen
Cured California Almonds 50g,Pashmina Dairy,SNAC-001537,890100787589,Snacks & Confectionery,118,box,418.53,658.53,2027-05-20,Aisle 10,ambient
Grass-Fed Alphonso Mango Veg Burger Patties 8-Pack,Deccan Milling,FROZ-001538,890100787590,Frozen Foods,152,pack,390.27,714.35,2026-12-06,Aisle 09,frozen
Low-Sodium Chicken Keema 150g,Pure Vedic Foods,MEAT-001539,890100787591,Meat & Seafood,233,pack,745.48,1222.02,2026-09-03,Aisle 04,chilled
Extra-Virgin Dark Chocolate Bath Tissue 6-Pack 1kg,Royal Indian Mills,HOUS-001540,890100787592,Household & Personal Care,169,bottle,569.93,906.70,2026-08-26,Aisle 11,ambient
Handcrafted Masala Chai Fresh Chicken Curry Cut 2L,Kaveri Organics,MEAT-001541,890100787593,Meat & Seafood,74,pack,661.36,1204.03,2026-08-31,Aisle 04,chilled
Natural Lemon Pepper Kulcha 4-Pack 1.5L,SunBrite Springs,BAKE-001542,890100787594,Bakery & Deli,88,box,35.79,49.71,2026-09-07,Aisle 03,chilled
Handcrafted Rawa Sooji 12-Pack,Vedic Fresh Agro,PANT-001543,890100787595,Pantry & Dry Goods,212,jar,694.28,1129.46,2026-08-27,Aisle 06,ambient
Handcrafted Kitchen Paper Towels 4-Roll 750ml,Dabur Springs,HOUS-001544,890100787596,Household & Personal Care,114,box,331.42,604.80,2028-01-25,Aisle 12,ambient
Signature Smoked Paprika Poha Thick Flakes 500ml,Vedic Fresh Agro,PANT-001545,890100787597,Pantry & Dry Goods,80,bottle,178.12,304.51,2027-01-27,Aisle 08,ambient
Cold-Pressed Dark Chocolate Squid Rings Cleaned 4-Pack,Pure Vedic Provisions,MEAT-001546,890100787598,Meat & Seafood,96,kg,515.63,906.18,2026-08-29,Aisle 05,chilled
Select Mint Lime Cream Cheese 10kg,Tata Botanicals,DAIR-001547,890100787599,Dairy & Eggs,107,box,395.86,618.34,2026-09-02,Aisle 03,chilled
Extra-Virgin Oranges Nagpur Snack Pack,Nature Harvest Kitchens,FRES-001548,890100787600,Fresh Produce,4,pack,62.09,103.08,2026-09-05,Aisle 01,ambient
Valley Fresh Shampoo Anti-Dandruff 100g,SunBrite Milling,HOUS-001549,890100787601,Household & Personal Care,188,packet,166.39,276.27,2029-01-21,Aisle 11,ambient
Crisp Ricotta Fresh 6-Pack,Bhoomi Agro,DAIR-001550,890100787602,Dairy & Eggs,39,box,199.65,359.88,2026-08-30,Aisle 02,chilled
Sweet Sweet Corn Kernels Value Pack,Desi Organics Mills,FROZ-001551,890100787603,Frozen Foods,68,tub,142.30,214.02,2027-06-18,Aisle 08,frozen
Gluten-Free Red Chilli & Garlic Cheese Croissant 250ml,Bhoomi Mills,BAKE-001552,890100787604,Bakery & Deli,105,pcs,216.83,285.39,2026-09-01,Aisle 03,chilled
Handcrafted Kachi Ghani Mustard Ayurvedic Bath Soap 2kg,Urban Roots Plantations,HOUS-001553,890100787605,Household & Personal Care,121,pack,317.75,445.33,2028-08-17,Aisle 12,ambient
Traditional Sweet Tamarind Moong Dal Washed 500ml,Satvik Springs,PANT-001554,890100787606,Pantry & Dry Goods,248,box,49.30,86.35,2027-04-30,Aisle 06,ambient
Rustic Sea Salt Pav 6-Pack 150g,Dabur Agro,BAKE-001555,890100787607,Bakery & Deli,225,box,63.90,93.59,2026-08-27,Aisle 04,ambient
Low-Sodium Garlic & Herb Ginger Kombucha 50g,Desi Organics Naturals,BEVE-001556,890100787608,Beverages,237,carton,295.61,468.89,2026-12-21,Aisle 05,chilled
Homestyle Sweet Tamarind Unsalted White Butter 150g,Patanjali Dairy,DAIR-001557,890100787609,Dairy & Eggs,238,pack,289.97,382.35,2026-09-15,Aisle 03,chilled
Stone-Ground Dishwash Gel Lemon 5L,Royal Indian Co.,HOUS-001558,890100787610,Household & Personal Care,30,packet,58.01,95.30,2029-02-18,Aisle 11,ambient
Aged Tandoori Smoked Chana Dal Polished 6-Pack,Mother Dairy Springs,PANT-001559,890100787611,Pantry & Dry Goods,68,box,549.39,788.86,2026-08-27,Aisle 06,ambient
Organic Tandoori Smoked Pineapples 1kg,Green Earth Milling,FRES-001560,890100787612,Fresh Produce,98,bag,146.27,249.54,2026-08-29,Aisle 02,ambient
Smoked Chicken Frankfurters 1kg,Ganga Goods,BAKE-001561,890100787613,Bakery & Deli,247,box,261.99,421.54,2026-09-09,Aisle 04,ambient
Free-Range Ajwain & Jeera Fresh Mosambi Juice 500ml,Vedic Fresh Co.,BEVE-001562,890100787614,Beverages,59,bag,230.53,289.49,2026-10-09,Aisle 05,ambient
Smoked Jeera Masala Soda 250g,Nature Harvest Goods,BEVE-001563,890100787615,Beverages,22,bag,360.62,477.56,2026-12-29,Aisle 06,ambient
Spiced Smoked Paprika Cold Brew Coffee 10kg,Dabur Harvest,BEVE-001564,890100787616,Beverages,92,bottle,289.21,467.93,2026-12-28,Aisle 05,ambient
Desi Makhana Crunch Lavash Crackers 150ml,Nilgiri Milling,BAKE-001565,890100787617,Bakery & Deli,73,pack,69.58,117.98,2026-09-01,Aisle 04,ambient
Gluten-Free Cinnamon Spice Pure Jaggery Powder (Gud) 100g,Patanjali Botanicals,PANT-001566,890100787618,Pantry & Dry Goods,10,bottle,182.71,268.11,2026-12-06,Aisle 06,ambient
Grass-Fed Smoked Chicken Slices 12-Pack,Tata Kitchens,BAKE-001567,890100787619,Bakery & Deli,202,pack,304.62,545.18,2026-09-03,Aisle 04,chilled
Zero-Sugar Caramelized Onion Pasture Eggs 2-Pack,Pashmina Plantations,DAIR-001568,890100787620,Dairy & Eggs,208,tub,519.83,952.26,2026-08-30,Aisle 03,chilled
Royal Roasted Salted Cashews Value Pack,Amul Naturals,SNAC-001569,890100787621,Snacks & Confectionery,207,bar,424.63,554.43,2027-05-09,Aisle 10,ambient
Golden Tulsi Honey Tiger Prawns Jumbo 1L,Catch Plantations,MEAT-001570,890100787622,Meat & Seafood,129,pcs,840.89,1081.62,2026-08-30,Aisle 04,chilled
Signature Kitchen Paper Towels 4-Roll 500g,Urban Roots Plantations,HOUS-001571,890100787623,Household & Personal Care,104,box,577.70,1031.88,2028-03-10,Aisle 12,ambient
Cold-Pressed Vanilla Bean French Fries Crispy 250ml,Himalayan Goods,FROZ-001572,890100787624,Frozen Foods,235,pack,102.03,139.40,2027-04-09,Aisle 09,frozen
Spiced Roasted Makhana Foxnuts 4-Pack,Saffola Springs,SNAC-001573,890100787625,Snacks & Confectionery,188,bag,376.99,485.94,2027-02-15,Aisle 09,ambient
Golden Organic Green Tea 24-Pack,Nilgiri Plantations,BEVE-001574,890100787626,Beverages,5,bottle,356.62,631.00,2026-10-12,Aisle 05,chilled
Plant-Based Feta Cheese 350g,Everest Mills,DAIR-001575,890100787627,Dairy & Eggs,77,bottle,34.17,46.30,2026-09-23,Aisle 02,chilled
Zero-Sugar Nagpur Orange Cow Milk 50g,Dabur Provisions,DAIR-001576,890100787628,Dairy & Eggs,206,bottle,285.15,492.16,2026-09-06,Aisle 03,chilled
Aged Apple Cider Vinegar Drink 1kg,Everest Springs,BEVE-001577,890100787629,Beverages,106,box,118.63,153.18,2026-11-16,Aisle 06,chilled
Sweet Dark Chocolate Poha Thick Flakes 250ml,Royal Indian Organics,PANT-001578,890100787630,Pantry & Dry Goods,126,bag,299.26,498.03,2028-02-10,Aisle 06,ambient
Aged Cashew Paste Curry Base 150g,Heritage Mills,PANT-001579,890100787631,Pantry & Dry Goods,157,bag,328.81,540.72,2026-08-15,Aisle 06,ambient
Natural Garlic & Herb Portobello Mushrooms 24-Pack,Pure Vedic Provisions,FRES-001580,890100787632,Fresh Produce,52,pcs,112.24,165.17,2026-09-16,Aisle 01,chilled
Stone-Ground Rose Infused Soan Papdi Box 6-Pack,Green Earth Botanicals,SNAC-001581,890100787633,Snacks & Confectionery,61,tub,464.02,841.29,2026-11-08,Aisle 10,ambient
Artisan Rose Infused Lavash Crackers 400g,Himalayan Provisions,BAKE-001582,890100787634,Bakery & Deli,100,pack,132.02,212.49,2026-08-20,Aisle 03,ambient
Gourmet Golden Ginger Cinnamon Swirl Buns 350g,Bhoomi Agro,BAKE-001583,890100787635,Bakery & Deli,192,pcs,291.94,529.76,2026-09-09,Aisle 04,chilled
Traditional Biodegradable Garbage Bags 750g,Pashmina Farms,HOUS-001584,890100787636,Household & Personal Care,171,box,320.76,534.75,2028-01-25,Aisle 11,ambient
Golden Unsalted White Butter 10-Pack,Urban Roots Co.,DAIR-001585,890100787637,Dairy & Eggs,19,carton,112.00,199.87,2026-09-07,Aisle 03,chilled
Plant-Based Tulsi Honey Liquid Laundry Detergent 300g,Nilgiri Co.,HOUS-001586,890100787638,Household & Personal Care,127,box,552.17,1000.98,2028-04-27,Aisle 12,ambient
Valley Fresh Ricotta Fresh 350g,Patanjali Organics,DAIR-001587,890100787639,Dairy & Eggs,36,packet,180.61,321.49,2026-09-01,Aisle 02,chilled
Organic Pink Himalayan Salt 1kg,FarmGold Plantations,PANT-001588,890100787640,Pantry & Dry Goods,85,jar,92.52,146.98,2028-01-20,Aisle 07,ambient
Organic Pomegranates 300g,Amul Agro,FRES-001589,890100787641,Fresh Produce,66,bag,149.76,261.11,2026-08-30,Aisle 01,chilled
Free-Range Desi Cow Ghee 300g,FarmGold Provisions,DAIR-001590,890100787642,Dairy & Eggs,77,carton,166.12,304.62,2026-08-24,Aisle 02,chilled
Natural Mint Lime Mustard Oil Kachi Ghani 750g,Pure Vedic Naturals,PANT-001591,890100787643,Pantry & Dry Goods,136,box,686.07,1121.74,2027-11-10,Aisle 07,ambient
Whole-Grain Pomfret Whole 200ml,Heritage Dairy,MEAT-001592,890100787644,Meat & Seafood,228,kg,491.60,716.26,2026-08-27,Aisle 05,chilled
Zero-Sugar Garlic & Herb Catla Fish Steaks 1L,Dabur Organics,MEAT-001593,890100787645,Meat & Seafood,150,kg,745.67,1207.91,2026-09-03,Aisle 05,chilled
Signature Organic Green Tea 150ml,Kaveri Organics,BEVE-001594,890100787646,Beverages,157,pack,151.80,250.72,2027-05-09,Aisle 06,chilled
Unpolished Sweet Tamarind Pears 50g,Royal Indian Naturals,FRES-001595,890100787647,Fresh Produce,161,bag,116.20,202.14,2026-09-07,Aisle 01,ambient
Premium Toor Dal Premium 250g,Nilgiri Harvest,PANT-001596,890100787648,Pantry & Dry Goods,165,can,378.78,655.75,2027-11-26,Aisle 07,ambient
Pure Dishwash Gel Lemon 500ml,Deccan Co.,HOUS-001597,890100787649,Household & Personal Care,190,bottle,483.69,805.25,2027-09-18,Aisle 12,ambient
Country Style Lemon Pepper Parmigiano-Reggiano 2L,Nilgiri Goods,DAIR-001598,890100787650,Dairy & Eggs,7,packet,156.78,238.22,2026-09-09,Aisle 02,chilled
Authentic Frozen Samosas 10kg,Bhoomi Farms,FROZ-001599,890100787651,Frozen Foods,155,packet,195.73,248.89,2026-08-29,Aisle 08,frozen
Handcrafted Banana Chips Kerala Style 10kg,Nilgiri Provisions,SNAC-001600,890100787652,Snacks & Confectionery,62,packet,136.65,218.23,2026-11-10,Aisle 10,ambient
Organic Gulab Jamun Tin 250g,Deccan Goods,SNAC-001601,890100787653,Snacks & Confectionery,122,packet,146.01,265.73,2026-11-10,Aisle 10,ambient
Golden Herbal Hand Wash Neem 750ml,Nature Harvest Springs,HOUS-001602,890100787654,Household & Personal Care,218,box,465.02,837.67,2027-08-02,Aisle 12,ambient
Handcrafted Kesar Pista Raw Wildflower Honey 2L,Mother Dairy Harvest,PANT-001603,890100787655,Pantry & Dry Goods,153,can,34.09,48.84,2027-04-23,Aisle 08,ambient
Cold-Pressed Strawberries 12-Pack,Urban Roots Milling,FRES-001604,890100787656,Fresh Produce,179,bag,19.65,29.13,2026-09-09,Aisle 01,chilled
Artisan Caramelized Onion Salted Butter 2L,Vedic Fresh Springs,DAIR-001605,890100787657,Dairy & Eggs,153,bottle,263.25,369.71,2026-09-03,Aisle 02,chilled
Signature Green Peas Fresh Value Pack,Desi Organics Provisions,FRES-001606,890100787658,Fresh Produce,176,bag,63.25,113.00,2026-09-05,Aisle 01,chilled
Sun-Dried Kachi Ghani Mustard Fresh Mint (Pudina) 24-Pack,Green Earth Farms,FRES-001607,890100787659,Fresh Produce,65,bunch,19.92,27.68,2026-09-17,Aisle 01,chilled
Handcrafted Pita Bread 200g,Deccan Goods,BAKE-001608,890100787660,Bakery & Deli,127,pcs,139.91,230.22,2026-09-05,Aisle 04,chilled
Sweet Coconut Milk Canned 500ml,Pashmina Provisions,PANT-001609,890100787661,Pantry & Dry Goods,156,packet,293.41,405.36,2028-03-06,Aisle 08,ambient
Heritage Sweet Tamarind Stainless Steel Scrubber 3pk 1kg,Nilgiri Kitchens,HOUS-001610,890100787662,Household & Personal Care,107,box,141.86,185.71,2028-12-24,Aisle 11,ambient
Pure Mutton Chops 8-Pack,Satvik Foods,MEAT-001611,890100787663,Meat & Seafood,180,pcs,227.75,370.42,2026-08-28,Aisle 04,chilled
Aged Red Chilli & Garlic Ayurvedic Bath Soap Family Pack,Mother Dairy Co.,HOUS-001612,890100787664,Household & Personal Care,135,box,540.18,735.39,2029-03-22,Aisle 12,ambient
Natural Ajwain & Jeera Cold Brew Coffee 330ml,Green Earth Organics,BEVE-001613,890100787665,Beverages,179,bag,204.00,334.76,2026-12-11,Aisle 05,ambient
Wildcrafted Hash Browns 6pk 24-Pack,Mother Dairy Farms,FROZ-001614,890100787666,Frozen Foods,24,bag,138.47,250.01,2027-08-20,Aisle 08,frozen
Whole-Grain Kachi Ghani Mustard Greek Yogurt 6-Pack,Royal Indian Agro,DAIR-001615,890100787667,Dairy & Eggs,96,tub,31.00,42.59,2026-08-31,Aisle 02,chilled
Low-Sodium Caramelized Onion French Fries Crispy 2kg,Desi Organics Springs,FROZ-001616,890100787668,Frozen Foods,147,packet,416.09,702.02,2027-03-06,Aisle 09,frozen
Select Tulsi Honey Frozen Paneer Cubes 2L,Nilgiri Provisions,FROZ-001617,890100787669,Frozen Foods,16,packet,292.60,411.61,2027-02-07,Aisle 09,frozen
Cured Kitchen Paper Towels 4-Roll 5L,Vedic Fresh Mills,HOUS-001618,890100787670,Household & Personal Care,14,box,62.99,99.28,2028-09-08,Aisle 11,ambient
Signature Avocados 200ml,Amul Co.,FRES-001619,890100787671,Fresh Produce,250,bag,144.71,262.65,2026-09-03,Aisle 01,ambient
Grass-Fed Kitchen Paper Towels 4-Roll 750g,Nilgiri Provisions,HOUS-001620,890100787672,Household & Personal Care,226,box,459.90,751.75,2027-03-19,Aisle 11,ambient
Sun-Dried Garlic & Herb Granola Health Bars 250g,Nature Harvest Plantations,SNAC-001621,890100787673,Snacks & Confectionery,178,box,28.65,38.32,2027-02-14,Aisle 09,ambient
Artisan Lemon Pepper Hash Browns 6pk 750g,Saffola Farms,FROZ-001622,890100787674,Frozen Foods,13,bag,337.47,444.48,2027-04-04,Aisle 09,frozen
Stone-Ground Tender Coconut Water 1.5L,Ganga Farms,BEVE-001623,890100787675,Beverages,29,pack,289.10,529.00,2027-04-18,Aisle 05,chilled
Smoked Toasted Sesame Squid Rings Cleaned 750g,Urban Roots Agro,MEAT-001624,890100787676,Meat & Seafood,243,pcs,677.44,1056.01,2026-08-31,Aisle 04,chilled
Grass-Fed Ginger Kombucha 200ml,Saffola Mills,BEVE-001625,890100787677,Beverages,98,pack,29.28,45.04,2026-10-19,Aisle 06,ambient
Free-Range Mint Lime Amla Juice Pure 330ml,Green Earth Goods,BEVE-001626,890100787678,Beverages,99,bottle,427.99,635.74,2026-12-02,Aisle 06,chilled
Natural Coconut Cream Bananas 250ml,Dabur Harvest,FRES-001627,890100787679,Fresh Produce,27,bunch,42.17,69.73,2026-08-30,Aisle 01,chilled
Signature Cardamom Spiced Espresso Roast Ground Coffee 2kg,Kaveri Mills,BEVE-001628,890100787680,Beverages,39,carton,215.12,318.52,2027-04-16,Aisle 05,ambient
Cured Organic Green Tea 150g,Satvik Botanicals,BEVE-001629,890100787681,Beverages,193,box,201.88,351.60,2027-04-15,Aisle 06,ambient
Gourmet Alphonso Mango Mishri Mawa 150g,Organic Tattva Provisions,DAIR-001630,890100787682,Dairy & Eggs,191,tub,303.36,442.53,2026-09-08,Aisle 03,chilled
Traditional Rusk Toast 300g,Satvik Naturals,BAKE-001631,890100787683,Bakery & Deli,140,box,117.92,157.70,2026-08-20,Aisle 03,chilled
Sun-Dried Jalapeno Lime Oat Milk 200ml,Nilgiri Co.,DAIR-001632,890100787684,Dairy & Eggs,77,bottle,469.85,825.63,2026-09-16,Aisle 02,chilled
Authentic Iced Lemon Tea 1L,Urban Roots Plantations,BEVE-001633,890100787685,Beverages,204,carton,396.10,500.80,2027-03-07,Aisle 05,chilled
Natural Garlic Focaccia 1kg,Dabur Dairy,BAKE-001634,890100787686,Bakery & Deli,209,pack,278.89,398.42,2026-09-05,Aisle 04,chilled
Sweet Sweet Tamarind Chicken Frankfurters 500g,Fortune Co.,BAKE-001635,890100787687,Bakery & Deli,19,box,184.85,252.05,2026-09-09,Aisle 04,ambient
Desi Stainless Steel Scrubber 3pk 500g,Tata Goods,HOUS-001636,890100787688,Household & Personal Care,236,tube,224.25,332.27,2027-04-27,Aisle 12,ambient
Whole-Grain Chicken Keema 750g,Saffola Kitchens,MEAT-001637,890100787689,Meat & Seafood,87,pack,838.36,1375.07,2026-08-30,Aisle 05,chilled
Extra-Virgin Blueberries 12-Pack,Nilgiri Kitchens,FRES-001638,890100787690,Fresh Produce,146,kg,88.77,143.28,2026-09-05,Aisle 02,ambient
Royal Kashmiri Saffron Tiger Prawns Jumbo 5kg,Fortune Foods,MEAT-001639,890100787691,Meat & Seafood,165,pcs,633.06,1013.85,2026-09-01,Aisle 05,chilled
Heritage Mint Lime Fresh Rohu Fish 350g,Amul Goods,MEAT-001640,890100787692,Meat & Seafood,51,pcs,726.41,983.07,2026-09-02,Aisle 05,chilled
Spiced Smoked Paprika Fresh Chicken Curry Cut 5kg,Pashmina Kitchens,MEAT-001641,890100787693,Meat & Seafood,44,kg,343.61,578.69,2026-09-03,Aisle 04,chilled
Select Nagpur Orange Flavored Yogurt 24-Pack,Fortune Agro,DAIR-001642,890100787694,Dairy & Eggs,75,carton,96.19,165.97,2026-09-09,Aisle 03,chilled
Valley Fresh Smoked Paprika Mozzarella Shredded 150g,Everest Dairy,DAIR-001643,890100787695,Dairy & Eggs,209,carton,461.55,622.19,2026-08-31,Aisle 03,chilled
Rustic Unsalted White Butter 250ml,Everest Plantations,DAIR-001644,890100787696,Dairy & Eggs,127,tub,217.78,275.83,2026-09-12,Aisle 02,chilled
Unpolished Garlic & Herb Brioche Burger Buns Snack Pack,Mother Dairy Dairy,BAKE-001645,890100787697,Bakery & Deli,186,box,283.47,488.61,2026-09-09,Aisle 03,ambient
Desi Tulsi Honey Penne Rigate Pasta 500ml,Himalayan Naturals,PANT-001646,890100787698,Pantry & Dry Goods,192,bag,200.43,355.40,2027-01-07,Aisle 08,ambient
Cured Kesar Pista Catla Fish Steaks 350g,FarmGold Milling,MEAT-001647,890100787699,Meat & Seafood,65,pcs,827.52,1419.78,2026-09-01,Aisle 05,chilled
Unpolished Red Onions 2kg,Nilgiri Dairy,FRES-001648,890100787700,Fresh Produce,243,bunch,52.93,71.33,2026-09-16,Aisle 02,chilled
Low-Sodium Ajwain & Jeera Kabuli Chana Large 330ml,FarmGold Dairy,PANT-001649,890100787701,Pantry & Dry Goods,132,box,243.00,324.90,2027-11-11,Aisle 07,ambient
Organic Golden Ginger Frozen Samosas 750ml,Royal Indian Kitchens,FROZ-001650,890100787702,Frozen Foods,147,pack,366.32,631.79,2027-07-10,Aisle 08,frozen
Artisan Cinnamon Spice Badam Milk Drink 1.5L,Pure Vedic Dairy,BEVE-001651,890100787703,Beverages,88,bottle,331.91,428.44,2026-12-04,Aisle 06,ambient
Spiced Tandoori Smoked Moong Dal Namkeen 250ml,Kaveri Provisions,SNAC-001652,890100787704,Snacks & Confectionery,21,bag,202.81,375.10,2026-08-29,Aisle 10,ambient
Rustic Smoked Paprika Apple Cider Vinegar Drink 24-Pack,Everest Plantations,BEVE-001653,890100787705,Beverages,59,can,445.45,604.32,2026-11-30,Aisle 06,ambient
Whole-Grain Fresh Chicken Curry Cut 750g,Dabur Naturals,MEAT-001654,890100787706,Meat & Seafood,223,kg,176.48,315.10,2026-09-02,Aisle 04,chilled
Free-Range Cucumbers 250g,Vedic Fresh Goods,FRES-001655,890100787707,Fresh Produce,107,pcs,47.79,83.70,2026-09-04,Aisle 02,ambient
Farm-Fresh Red Onions 8-Pack,Nilgiri Farms,FRES-001656,890100787708,Fresh Produce,206,pcs,106.72,139.37,2026-09-15,Aisle 01,chilled
Traditional Toasted Sesame Crab Meat Fresh 750g,Saffola Kitchens,MEAT-001657,890100787709,Meat & Seafood,52,pack,425.93,687.84,2026-08-30,Aisle 05,chilled
Aged Ayurvedic Bath Soap 24-Pack,Ganga Mills,HOUS-001658,890100787710,Household & Personal Care,19,tube,458.95,710.66,2028-08-08,Aisle 11,ambient
Rustic Multigrain Tortillas 10-Pack,Saffola Co.,BAKE-001659,890100787711,Bakery & Deli,106,pcs,251.83,450.40,2026-08-28,Aisle 03,chilled
Artisan Red Chilli & Garlic Bitter Gourd (Karela) 50g,Vedic Fresh Organics,FRES-001660,890100787712,Fresh Produce,131,bunch,15.16,22.39,2026-09-11,Aisle 01,chilled
Whole-Grain Makhana Crunch Kokum Sharbat 200g,Royal Indian Dairy,BEVE-001661,890100787713,Beverages,92,bottle,165.77,268.73,2027-03-11,Aisle 06,ambient
Handcrafted Masala Chai Herbal Hand Wash Neem 1L,SunBrite Provisions,HOUS-001662,890100787714,Household & Personal Care,156,tube,341.42,479.47,2029-04-01,Aisle 11,ambient
Zero-Sugar Sea Salt Granola Health Bars 330ml,Urban Roots Foods,SNAC-001663,890100787715,Snacks & Confectionery,65,pack,450.44,618.02,2026-12-10,Aisle 10,ambient
Desi Ayurvedic Bath Soap 1kg,Desi Organics Agro,HOUS-001664,890100787716,Household & Personal Care,95,bottle,473.59,820.13,2028-01-02,Aisle 11,ambient
Roasted Clove & Mint Toothpaste 400g,Tata Harvest,HOUS-001665,890100787717,Household & Personal Care,112,bottle,571.30,866.91,2027-11-03,Aisle 11,ambient
Authentic Matcha Green Tea Roasted Salted Cashews 300g,Pashmina Harvest,SNAC-001666,890100787718,Snacks & Confectionery,4,tub,418.91,619.46,2027-02-05,Aisle 09,ambient
Valley Fresh Salted Butter 5kg,Organic Tattva Co.,DAIR-001667,890100787719,Dairy & Eggs,128,bottle,353.54,522.69,2026-09-15,Aisle 03,chilled
Stone-Ground Alphonso Mango Broccoli Crowns 750ml,Deccan Kitchens,FRES-001668,890100787720,Fresh Produce,157,bag,146.84,260.00,2026-08-28,Aisle 01,chilled
Stone-Ground Cardamom Spiced Fish Fingers Frozen 150g,Urban Roots Kitchens,FROZ-001669,890100787721,Frozen Foods,157,packet,246.19,399.25,2026-10-30,Aisle 09,frozen
Rustic Fruit Muffins 350g,Saffola Plantations,BAKE-001670,890100787722,Bakery & Deli,193,box,182.31,234.24,2026-09-10,Aisle 03,chilled
Wildcrafted Red Chilli & Garlic Rawa Sooji 5L,Himalayan Mills,PANT-001671,890100787723,Pantry & Dry Goods,79,box,659.79,1196.87,2028-07-22,Aisle 06,ambient
Smoked Caramelized Onion Alphonso Kulfi Tub Value Pack,Kaveri Mills,FROZ-001672,890100787724,Frozen Foods,50,bag,355.41,449.85,2027-02-03,Aisle 09,frozen
Desi Truffle Infused Fruit Cake Slice 500g,Tata Mills,BAKE-001673,890100787725,Bakery & Deli,79,pack,263.36,462.10,2026-09-05,Aisle 03,chilled
Farm-Fresh Banana Chips Kerala Style 24-Pack,Bhoomi Provisions,SNAC-001674,890100787726,Snacks & Confectionery,169,pack,436.30,673.27,2026-12-15,Aisle 09,ambient
Country Style Alphonso Mango Fruit Muffins 10kg,Deccan Foods,BAKE-001675,890100787727,Bakery & Deli,168,pack,185.31,311.72,2026-09-06,Aisle 04,chilled
Wildcrafted Kashmiri Saffron Parmigiano-Reggiano 2L,Catch Mills,DAIR-001676,890100787728,Dairy & Eggs,23,tub,60.60,88.90,2026-09-03,Aisle 02,chilled
Unpolished Kokum Sharbat Family Pack,Everest Naturals,BEVE-001677,890100787729,Beverages,56,bag,263.67,476.88,2027-02-28,Aisle 05,chilled
Cold-Pressed Vanilla Bean Nimbu Paani Soda 300g,Pashmina Organics,BEVE-001678,890100787730,Beverages,241,bottle,403.38,644.16,2027-08-19,Aisle 05,chilled
Farm-Fresh Roasted Makhana Foxnuts 1.5L,Urban Roots Dairy,SNAC-001679,890100787731,Snacks & Confectionery,23,tub,418.89,702.01,2027-01-08,Aisle 09,ambient
Stone-Ground Dishwash Gel Lemon Value Pack,Fortune Botanicals,HOUS-001680,890100787732,Household & Personal Care,72,bottle,51.20,77.89,2027-03-23,Aisle 11,ambient
Farm-Fresh Alphonso Mango Sourdough Loaf 1kg,Fortune Mills,BAKE-001681,890100787733,Bakery & Deli,78,box,154.49,216.89,2026-09-02,Aisle 03,ambient
